CPValue	Delta T
5.44601	15.674
5.47731	15.674
5.50861	15.674
5.53991	15.674
5.57121	15.674
5.6025	15.674
5.6338	15.674
5.6651	15.674
5.6964	15.674
5.7277	15.674
5.759	15.674
5.7903	15.674
5.8216	15.674
5.8529	15.674
5.88419	15.674
5.91549	15.674
5.94679	15.674
5.97809	15.674
6.00939	15.674
6.04069	15.674
6.07199	15.674
6.10329	15.674
6.13459	15.674
6.16588	15.674
6.19718	15.674
6.22848	15.674
6.25978	15.674
6.29108	15.674
6.32238	15.674
6.35368	15.674
6.38498	15.674
6.41628	15.674
6.44757	15.674
6.47887	15.674
6.51017	15.674
6.54147	15.674
6.57277	15.674
6.60407	15.674
6.63537	15.674
6.66667	15.674
6.69797	15.674
6.72926	15.674
6.76056	15.674
6.79186	15.674
6.82316	15.674
6.85446	15.674
6.88576	15.674
6.91706	15.674
6.94836	15.674
6.97966	15.674
7.01095	15.674
7.04225	15.674
7.07355	15.674
7.10485	15.674
7.13615	15.674
7.16745	15.674
7.19875	15.674
7.23005	15.674
7.26135	15.674
7.29264	15.674
7.32394	15.674
7.35524	15.674
7.38654	15.674
7.41784	15.674
7.44914	15.674
7.48044	15.674
7.51174	15.674
7.54304	15.674
7.57433	15.674
7.60563	15.674
7.63693	15.674
7.66823	15.674
7.69953	15.674
7.73083	15.674
7.76213	15.674
7.79343	15.674
7.82473	15.674
7.85603	15.674
7.88732	15.674
7.91862	15.674
7.94992	15.674
7.98122	15.674
8.01252	15.674
8.04382	15.674
8.07512	15.674
8.10642	15.674
8.13772	15.674
8.16901	15.674
8.20031	15.674
8.23161	15.674
8.26291	15.674
8.29421	15.674
8.32551	15.674
8.35681	15.674
8.38811	15.674
8.41941	15.674
8.4507	15.674
8.482	15.674
8.5133	15.674
8.5446	15.674
8.5759	15.674
8.6072	15.674
8.6385	15.674
8.6698	15.674
8.7011	15.674
8.73239	15.674
8.76369	15.674
8.79499	15.674
8.82629	15.674
8.85759	15.674
8.88889	15.674
8.92019	15.674
8.95149	15.674
8.98279	15.674
9.01408	15.674
9.04538	15.674
9.07668	15.674
9.10798	15.674
9.13928	15.674
9.17058	15.674
9.20188	15.674
9.23318	15.674
9.26448	15.674
9.29577	15.674
9.32707	15.674
9.35837	15.674
9.38967	15.674
9.42097	15.674
9.45227	15.674
9.48357	15.674
9.51487	15.674
9.54617	15.674
9.57746	15.674
9.60876	15.674
9.64006	15.674
9.67136	15.674
9.70266	15.674
9.73396	15.674
9.76526	15.674
9.79656	15.674
9.82786	15.674
9.85915	15.674
9.89045	15.674
9.92175	15.674
9.95305	15.674
9.98435	15.674
10.0156	15.674
10.0469	15.674
10.0782	15.674
10.1095	15.674
10.1408	15.674
10.1721	15.674
10.2034	15.674
10.2347	15.674
10.266	15.674
10.2973	15.674
10.3286	15.674
10.3599	15.674
10.3912	15.674
10.4225	15.674
10.4538	15.674
10.4851	15.674
10.5164	15.674
10.5477	15.674
10.579	15.674
10.6103	15.674
10.6416	15.674
10.6729	15.674
10.7042	15.674
10.7355	15.674
10.7668	15.674
10.7981	15.674
10.8294	15.674
10.8607	15.674
10.892	15.674
10.9233	15.674
10.9546	15.674
10.9859	15.674
11.0172	15.674
11.0485	15.674
11.0798	15.674
11.1111	15.674
11.1424	15.674
11.1737	15.674
11.205	15.674
11.2363	15.674
11.2676	15.674
11.2989	15.674
11.3302	15.674
11.3615	15.674
11.3928	15.674
11.4241	15.674
11.4554	15.674
11.4867	15.674
11.518	15.674
11.5493	15.674
11.5806	15.674
11.6119	15.674
11.6432	15.674
11.6745	15.674
11.7058	15.674
11.7371	15.674
11.7684	15.674
11.7997	15.674
11.831	15.674
11.8623	15.674
11.8936	15.674
11.9249	15.674
11.9562	15.674
11.9875	15.674
12.0188	15.674
12.0501	15.674
12.0814	15.674
12.1127	15.674
12.144	15.674
12.1753	15.674
12.2066	15.674
12.2379	15.674
12.2692	15.674
12.3005	15.674
12.3318	15.674
12.3631	15.674
12.3944	15.674
12.4257	15.674
12.457	15.674
12.4883	15.674
12.5196	15.674
12.5509	15.674
12.5822	15.674
12.6135	15.674
12.6448	15.674
12.6761	15.674
12.7074	15.674
12.7387	15.674
12.77	15.674
12.8013	15.674
12.8326	15.674
12.8638	15.674
12.8951	15.674
12.9264	15.674
12.9577	15.674
12.989	15.674
13.0203	15.674
13.0516	15.674
13.0829	15.674
13.1142	15.674
13.1455	15.674
13.1768	15.674
13.2081	15.674
13.2394	15.674
13.2707	15.674
13.302	15.674
13.3333	15.674
13.3646	15.674
13.3959	15.674
13.4272	15.674
13.4585	15.674
13.4898	15.674
13.5211	15.674
13.5524	15.674
13.5837	15.674
13.615	15.674
13.6463	15.674
13.6776	15.674
13.7089	15.674
13.7402	15.674
13.7715	15.674
13.8028	15.674
13.8341	15.674
13.8654	15.674
13.8967	15.674
13.928	15.674
13.9593	15.674
13.9906	15.674
14.0219	15.674
14.0532	15.674
14.0845	15.674
14.1158	15.674
14.1471	15.674
14.1784	15.674
14.2097	15.674
14.241	15.674
14.2723	15.674
14.3036	15.674
14.3349	15.674
14.3662	15.674
14.3975	15.674
14.4288	15.674
14.4601	15.674
14.4914	15.674
14.5227	15.674
14.554	15.674
14.5853	15.674
14.6166	15.674
14.6479	15.674
14.6792	15.674
14.7105	15.674
14.7418	15.674
14.7731	15.674
14.8044	15.674
14.8357	15.674
14.867	15.674
14.8983	15.674
14.9296	15.674
14.9609	15.674
14.9922	15.674
15.0235	15.674
15.0548	15.674
15.0861	15.674
15.1174	15.674
15.1487	15.674
15.18	15.674
15.2113	15.674
15.2426	15.674
15.2739	15.674
15.3052	15.674
15.3365	15.674
15.3678	15.674
15.3991	15.674
15.4304	15.674
15.4617	15.674
15.493	15.674
15.5243	15.674
15.5556	15.674
15.5869	15.674
15.6182	15.674
15.6495	15.674
15.6808	15.674
15.7121	15.674
15.7433	15.674
15.7746	15.674
15.8059	15.674
15.8372	15.674
15.8685	15.674
15.8998	15.674
15.9311	15.674
15.9624	15.674
15.9937	15.674
16.025	15.674
16.0563	15.674
16.0876	15.674
16.1189	15.674
16.1502	15.674
16.1815	15.674
16.2128	15.674
16.2441	15.674
16.2754	15.674
16.3067	15.674
16.338	15.674
16.3693	15.674
16.4006	15.674
16.4319	15.674
16.4632	15.674
16.4945	15.674
16.5258	15.674
16.5571	15.674
16.5884	15.674
16.6197	15.674
16.651	15.674
16.6823	15.674
16.7136	15.674
16.7449	15.674
16.7762	15.674
16.8075	15.674
16.8388	15.674
16.8701	15.674
16.9014	15.674
16.9327	15.674
16.964	15.674
16.9953	15.674
17.0266	15.674
17.0579	15.674
17.0892	15.674
17.1205	15.674
17.1518	15.674
17.1831	15.674
17.2144	15.674
17.2457	15.674
17.277	15.674
17.3083	15.674
17.3396	15.674
17.3709	15.674
17.4022	15.674
17.4335	15.674
17.4648	15.674
17.4961	15.674
17.5274	15.674
17.5587	15.674
17.59	15.674
17.6213	15.674
17.6526	15.674
17.6839	15.674
17.7152	15.674
17.7465	15.674
17.7778	15.674
17.8091	15.674
17.8404	15.674
17.8717	15.674
17.903	15.674
17.9343	15.674
17.9656	15.674
17.9969	15.674
18.0282	15.674
18.0595	15.674
18.0908	15.674
18.1221	15.674
18.1534	15.674
18.1847	15.674
18.216	15.674
18.2473	15.674
18.2786	15.674
18.3099	15.674
18.3412	15.674
18.3725	15.674
18.4038	15.674
18.4351	15.674
18.4664	15.674
18.4977	15.674
18.529	15.674
18.5603	15.674
18.5915	15.674
18.6228	15.674
18.6541	15.674
18.6854	15.674
18.7167	15.674
18.748	15.674
18.7793	15.674
18.8106	15.674
18.8419	15.674
18.8732	15.674
18.9045	15.674
18.9358	15.674
18.9671	15.674
18.9984	15.674
19.0297	15.674
19.061	15.674
19.0923	15.674
19.1236	15.674
19.1549	15.674
19.1862	15.674
19.2175	15.674
19.2488	15.674
19.2801	15.674
19.3114	15.674
19.3427	15.674
19.374	15.674
19.4053	15.674
19.4366	15.674
19.4679	15.674
19.4992	15.674
19.5305	15.674
19.5618	15.674
19.5931	15.674
19.6244	15.674
19.6557	15.674
19.687	15.674
19.7183	15.674
19.7496	15.674
19.7809	15.674
19.8122	15.674
19.8435	15.674
19.8748	15.674
19.9061	15.674
19.9374	15.674
19.9687	15.674
20	100
