CPValue	Delta T
9.84326	31.4465
9.90596	31.4465
9.96865	31.4465
10.0313	31.4465
10.094	31.4465
10.1567	31.4465
10.2194	31.4465
10.2821	31.4465
10.3448	31.4465
10.4075	31.4465
10.4702	31.4465
10.5329	31.4465
10.5956	31.4465
10.6583	31.4465
10.721	31.4465
10.7837	31.4465
10.8464	31.4465
10.9091	31.4465
10.9718	31.4465
11.0345	31.4465
11.0972	31.4465
11.1599	31.4465
11.2226	31.4465
11.2853	31.4465
11.348	31.4465
11.4107	31.4465
11.4734	31.4465
11.5361	31.4465
11.5987	31.4465
11.6614	31.4465
11.7241	31.4465
11.7868	31.4465
11.8495	31.4465
11.9122	31.4465
11.9749	31.4465
12.0376	31.4465
12.1003	31.4465
12.163	31.4465
12.2257	31.4465
12.2884	31.4465
12.3511	31.4465
12.4138	31.4465
12.4765	31.4465
12.5392	31.4465
12.6019	31.4465
12.6646	31.4465
12.7273	31.4465
12.79	31.4465
12.8527	31.4465
12.9154	31.4465
12.9781	31.4465
13.0408	31.4465
13.1034	31.4465
13.1661	31.4465
13.2288	31.4465
13.2915	31.4465
13.3542	31.4465
13.4169	31.4465
13.4796	31.4465
13.5423	31.4465
13.605	31.4465
13.6677	31.4465
13.7304	31.4465
13.7931	31.4465
13.8558	31.4465
13.9185	31.4465
13.9812	31.4465
14.0439	31.4465
14.1066	31.4465
14.1693	31.4465
14.232	31.4465
14.2947	31.4465
14.3574	31.4465
14.4201	31.4465
14.4828	31.4465
14.5455	31.4465
14.6082	31.4465
14.6708	31.4465
14.7335	31.4465
14.7962	31.4465
14.8589	31.4465
14.9216	31.4465
14.9843	31.4465
15.047	31.4465
15.1097	31.4465
15.1724	31.4465
15.2351	31.4465
15.2978	31.4465
15.3605	31.4465
15.4232	31.4465
15.4859	31.4465
15.5486	31.4465
15.6113	31.4465
15.674	31.4465
15.7367	31.4465
15.7994	31.4465
15.8621	31.4465
15.9248	31.4465
15.9875	31.4465
16.0502	31.4465
16.1129	31.4465
16.1755	31.4465
16.2382	31.4465
16.3009	31.4465
16.3636	31.4465
16.4263	31.4465
16.489	31.4465
16.5517	31.4465
16.6144	31.4465
16.6771	31.4465
16.7398	31.4465
16.8025	31.4465
16.8652	31.4465
16.9279	31.4465
16.9906	31.4465
17.0533	31.4465
17.116	31.4465
17.1787	31.4465
17.2414	31.4465
17.3041	31.4465
17.3668	31.4465
17.4295	31.4465
17.4922	31.4465
17.5549	31.4465
17.6176	31.4465
17.6803	31.4465
17.7429	31.4465
17.8056	31.4465
17.8683	31.4465
17.931	31.4465
17.9937	31.4465
18.0564	31.4465
18.1191	31.4465
18.1818	31.4465
18.2445	31.4465
18.3072	31.4465
18.3699	31.4465
18.4326	31.4465
18.4953	31.4465
18.558	31.4465
18.6207	31.4465
18.6834	31.4465
18.7461	31.4465
18.8088	31.4465
18.8715	31.4465
18.9342	31.4465
18.9969	31.4465
19.0596	31.4465
19.1223	31.4465
19.185	31.4465
19.2476	31.4465
19.3103	31.4465
19.373	31.4465
19.4357	31.4465
19.4984	31.4465
19.5611	31.4465
19.6238	31.4465
19.6865	31.4465
19.7492	31.4465
19.8119	31.4465
19.8746	31.4465
19.9373	31.4465
20	100
