CPValue	Delta T

-10	100
0.0626959	0.314465
0.125392	0.314465
0.188088	0.314465
0.250784	0.314465
0.31348	0.314465
0.376176	0.314465
0.438871	0.314465
0.501567	0.314465
0.564263	0.314465
0.626959	0.314465
0.689655	0.314465
0.752351	0.314465
0.815047	0.314465
0.877743	0.314465
0.940439	0.314465
1.00313	0.314465
1.06583	0.314465
1.12853	0.314465
1.19122	0.314465
1.25392	0.314465
1.31661	0.314465
1.37931	0.314465
1.44201	0.314465
1.5047	0.314465
1.5674	0.314465
1.63009	0.314465
1.69279	0.314465
1.75549	0.314465
1.81818	0.314465
1.88088	0.314465
1.94357	0.314465
2.00627	0.314465
2.06897	0.314465
2.13166	0.314465
2.19436	0.314465
2.25705	0.314465
2.31975	0.314465
2.38245	0.314465
2.44514	0.314465
2.50784	0.314465
2.57053	0.314465
2.63323	0.314465
2.69592	0.314465
2.75862	0.314465
2.82132	0.314465
2.88401	0.314465
2.94671	0.314465
3.0094	0.314465
3.0721	0.314465
3.1348	0.314465
3.19749	0.314465
3.26019	0.314465
3.32288	0.314465
3.38558	0.314465
3.44828	0.314465
3.51097	0.314465
3.57367	0.314465
3.63636	0.314465
3.69906	0.314465
3.76176	0.314465
3.82445	0.314465
3.88715	0.314465
3.94984	0.314465
4.01254	0.314465
4.07524	0.314465
4.13793	0.314465
4.20063	0.314465
4.26332	0.314465
4.32602	0.314465
4.38871	0.314465
4.45141	0.314465
4.51411	0.314465
4.5768	0.314465
4.6395	0.314465
4.70219	0.314465
4.76489	0.314465
4.82759	0.314465
4.89028	0.314465
4.95298	0.314465
5.01567	0.314465
5.07837	0.314465
5.14107	0.314465
5.20376	0.314465
5.26646	0.314465
5.32915	0.314465
5.39185	0.314465
5.45455	0.314465
5.51724	0.314465
5.57994	0.314465
5.64263	0.314465
5.70533	0.314465
5.76803	0.314465
5.83072	0.314465
5.89342	0.314465
5.95611	0.314465
6.01881	0.314465
6.0815	0.314465
6.1442	0.314465
6.2069	0.314465
6.26959	0.314465
6.33229	0.314465
6.39498	0.314465
6.45768	0.314465
6.52038	0.314465
6.58307	0.314465
6.64577	0.314465
6.70846	0.314465
6.77116	0.314465
6.83386	0.314465
6.89655	0.314465
6.95925	0.314465
7.02194	0.314465
7.08464	0.314465
7.14734	0.314465
7.21003	0.314465
7.27273	0.314465
7.33542	0.314465
7.39812	0.314465
7.46082	0.314465
7.52351	0.314465
7.58621	0.314465
7.6489	0.314465
7.7116	0.314465
7.77429	0.314465
7.83699	0.314465
7.89969	0.314465
7.96238	0.314465
8.02508	0.314465
8.08777	0.314465
8.15047	0.314465
8.21317	0.314465
8.27586	0.314465
8.33856	0.314465
8.40125	0.314465
8.46395	0.314465
8.52665	0.314465
8.58934	0.314465
8.65204	0.314465
8.71473	0.314465
8.77743	0.314465
8.84013	0.314465
8.90282	0.314465
8.96552	0.314465
9.02821	0.314465
9.09091	0.314465
9.15361	0.314465
9.2163	0.314465
9.279	0.314465
9.34169	0.314465
9.40439	0.314465
9.46708	0.314465
9.52978	0.314465
9.59248	0.314465
9.65517	0.314465
9.71787	0.314465
9.78056	0.314465
